sujet;checked_text;opinion
Non à l’éradication des LOUPS , le 26 novembre 2023 à 11h41;Non à l’éradication des LOUPS . La nature c’est la chaîne alimentaire et si pour le plaisir de l’élevage de viande intensif et polluant on abat les loups qui n’ont plus de territoire à eux ce serait destructeur. L’homme est un élément dans la nature. Il n’est pas supérieur et malheureusement on a tendance à l’oublier. On retire aux loups leurs terres pour l’élevage et ensuite on les tue s’ils osent se nourrir de la proie la plus facile et atteignable. Sans oublié que les bergers vivent mal ils n’ont pas une paie convenable à la fin du mois. Les déclarations de mort au sein de leur troupeau peuvent bien avoir une responsabilité toute autre comme tombé de la montagne falaise ou autre et pour etre remboursé au mieux par la sécu le LOUP est le meilleur responsable. JE VOUS EN CONJURE SAUVEZ LES LOUPS;Défavorable
Non à l’abattage des loups ! , le 26 novembre 2023 à 11h37;Non à l’abattage des loups ! . Les loups sont des espèces protégées, supprimer ce statut serait un grave retour en arrière. Aujourd’hui la nature est sacrée, chaque geste devrait être fait pour protéger le peu qu’il en reste dans cette époque de 6ème extinction de masse.;Défavorable
hors de question !, le 26 novembre 2023 à 11h37;hors de question !. Totalement contre !! Le loup a un rôle Essentiel pour la biodiversité;Défavorable
Contre !! C’est une honte , le 26 novembre 2023 à 11h32;Contre !! C’est une honte . Non à l’abattage des loups, le NOMBRE novembre NOMBRE à !!!!;Défavorable
Non au nouveau Plan Loup, le 26 novembre 2023 à 11h32;Non au nouveau Plan Loup. Le loup doit rester une espèce complètement protégée. Les tirs ne font que désorganiser les meutes et sont contre productifs. De plus, les agriculteurs se plaignent des dégâts dus aux chevreuils et sangliers, espèces qui pourraient être largement régulées par les loups. Les troupeaux doivent être protégés au maximum et l’argent des contribuables ne doit servir qu’à cela et non à tuer les derniers représentants du haut de la chaîne alimentaire qui ont un rôle essentiel dans la biodiversité.;Défavorable
Protection loups, le 26 novembre 2023 à 11h32;Protection loups. - Le loup est est essentiel pour la biodiversité. - Les tirs désorganisent les meutes et augmentent les attaques. - Le déclassement juridique car le loup reste une espèce menacée en France selon L’UICN.;Défavorable
Non, le 26 novembre 2023 à 11h29;Non. Non. Laissez nos loups en vie.;Défavorable
Honteux, le 26 novembre 2023 à 11h27;Honteux. L’espèce commençais à peine de se remettre des abattages de masse qu’elle a subit dans le passé, et voilà qu’on veut déjà la décimé à nouveau pour de faux prétextes… C’est d’une telle indignité.;Défavorable
Non à l’abattage des loups, le 26 novembre 2023 à 11h26;Non à l’abattage des loups. Les loups sont un maillon essentiel de la biodiversité et demeurent une espèce menacée en France selon l’UICN. La simplification des protocoles de tirs réduirait drastiquement la population de loups, et c’est toute la chaîne alimentaire qui s’en trouverait affectée. Les scientifiques sont unanimes à ce sujet. D’autres alternatives existent comme le renforcement de la protection des troupeaux.;Défavorable
CONTRE l’abattage des loups, le 26 novembre 2023 à 11h26;CONTRE l’abattage des loups. Davantage de subventions aux éleveurs, mais pas d’élimination des loups.;Défavorable
Non à l’abattage des loups , le 26 novembre 2023 à 11h21;Non à l’abattage des loups . Ils sont essentiels pour la biodiversité ! On a BESOIN DES LOUPS ! C’est honteux de vouloir faciliter leur extinction.;Défavorable
Plan indigne, le 26 novembre 2023 à 11h20;Plan indigne. Beaucoup de chiffres pour justifier une philosophie d’abatage. Ces mêmes chiffres pourraient donner de l’espoir pour une philosophie de respect de tous et de protection de cette espèce. Ce plan est passéiste et écologiquement immoral.;Défavorable
Laissez les loups tranquilles, le 26 novembre 2023 à 09h16;Laissez les loups tranquilles. Vu à Yellowstone, la population des loups s autorégule. Ils re-équilibrent les espèces.;Défavorable
NON, le 26 novembre 2023 à 11h17;NON. Nous NOS LOUPS ON LES VEUT VIVANT !;Défavorable
Abbatage des loups, le 26 novembre 2023 à 11h15;"Abatage des loups. Non à l’abattage des loups. Nous sommes à un moment charnière dans la lutte contre l’extinction de la biodiversité… La France doit être un acteur majeur de la protection de la biodiversité…L’Italie nous montre que la cohabitation est possible … La lutte contre le réchauffement climatique ne se fera pas sans la biodiversité. ""Un pays qui tue ses loups ne mérite pas ses légendes.""";Défavorable
Non à l’abattage des loups. , le 26 novembre 2023 à 11h12;Non à l’abattage des loups. . Il y a beaucoup d’endroits ou les prédateur sont protégés (loups, ours,…) et où la cohabitation se passe très bien. Slovénie, Abruzzes, Suisse,.. Sauf qu’en France, on ne veut pas le voir. On prétends que seul l’homme peut réguler les écosystèmes. Hors, depuis que l’homme le fait, nous assistons à l’extinction du vivant sur notre planète. Donc, moins on touche à notre environnement, mieux il se porte. Laissez les loups jouer leur rôle de régulateur. Allez observer la pratique des bergers dans les Abruzzes. Tout se passera bien. Stop à la peur du loup.;Défavorable
Contre cette boucherie, le 26 novembre 2023 à 11h10;Contre cette boucherie. Il est infâme de se dire de réimplanter, il y a quelques années le loup dans les Pyrénées, pour au final, ne prendre que des décisions d’arriérés. Celles-ci ne vont uniquement dans le sens des éleveurs, qui ne veulent pas investir dans des systèmes de protection. Tout ça a un coût, l’État devrait plutôt miser sur ce genre de solution plutôt de penser à abattre une espèce dont la population reste très faible… Finalement, le gouvernement lui-même est une minorité vis-à-vis du reste de la population française, que penseraientils si l’on transposait leur situation à celle des loups avec un petit jeu de chasse à courre ? Bien évidemment, ils seraient incroyablement terrifiés, d’être traqués puis abattus… Mettons nous à la place des plus faible, le loup a de nombreuses qualités de régulation de population mais on l’achève pour le seul défaut qu’on lui reproche, de tuer un mouton de temps en temps parce qu’un éleveur ne peut mettre l’équipement nécessaire. Où est l’État ? Où sont les vraies solutions ? Quand estce qu’on va réfléchir avec le cœur et non pas avec l’argent ?;Défavorable
Sans titre, le 26 novembre 2023 à 11h08;"Sans titre. JE SUIS CONTRE L’ABATTAGE DES LOUPS. Je souhaite que les humains réfléchissent et enfin posent des actes dans le le bons sens pour le VIVANT sur notre Terre. Les Animaux ne sont pas inférieurs à l’homme dont beaucoup veulent les dresser, les parquer, les canaliser, les "" prélever"" voir "" dégommer… en empiétant sur leurs territoires d’origine, en diminuant leur territoire et se plaignant qu’ils viennent dans leur jardin labourer la belle pelouse pour chercher à manger…L’homme prédateur tue, prélève selon sa loi… que ce soit pour les pigeons, les choucas, les sangliers et d’autres espèces qu’il considère nuisible… Il tue en ne s’interrogeant pas sur sa façon de vivre, en le tuant à outrance comme les choucas, il booste son instinct de survie… Le loup est le prédateur naturel qui régule les espèces en surnombre nuisant à la biodiversité (cerfs, sangliers). Il chasse en meute, mais son habitat et ses territoires de chasse se réduisent sous la pression humaine. Lorsque les loups dominants sont abattus, il y a dispersion de la meute, des jeunes sans expérience sont livrés à eux même. Un loup solitaire ou des loups inexpérimentés vont alors se rabattre sur des proies bien évidement plus faciles à chasser. Les animaux domestiques peuvent faire partie de ces proies d’autant plus que des troupeaux de milliers de moutons s’offrent à lui quelques fois… Ils sont pourtant responsables de la mort de bien peu de ces animaux d’élevage. Tout le monde sait très bien qu’il faut aussi se tourner vers les chiens errants pour avoir souvent une raison à ces morts. Le loup contribue à préserver la structure des écosystèmes, il joue un rôle primordial et essentiel dans le maintien de la biodiversité. Voici pourquoi je suis farouchement pour la protection de cette espèce.";Défavorable
NON au PNA « loup et activités d’élevage » !, le 26 novembre 2023 à 09h08;NON au PNA « loup et activités d’élevage » !. Diminuer le niveau de protection d’une espèce si importante pour nos écosystèmes afin de pouvoir en faire des trophées de chasse est une aberration !;Défavorable
Aberration , le 26 novembre 2023 à 09h09;Aberration . Les loups sont INDISPENSABLES, au lieu de changer leurs statuts et donc risquer de revenir en arrière, apprenons à vivre avec eux. L’homme décide de prendre ou laisser comme si il était dieu. Rappelons nous que nous ne sommes que des locataires sur cette terre et non les propriétaires;Défavorable
Contre ce projet , le 26 novembre 2023 à 09h09;Contre ce projet . Je suis contre ce projet, que la France arrête de vouloir anéantir le vivant.;Défavorable
Avis défavorable, le 26 novembre 2023 à 09h10;Avis défavorable. L’autorisation de tir sur les loups n’est pas une solution durable. La cohabitation avec les éleveurs doit être rendue possible. De plus, le retour du loup pourrait contribuer à réguler les populations d’ongulés sauvages et favoriser la biodiversité (comme dans le parc national de l’Iels Royal aux États-Unis).;Défavorable
Sauvons les loups ! , le 26 novembre 2023 à 09h13;Sauvons les loups ! . Arrêtez ce massacre et apprenez à vivre dans ce monde avec toutes les espèces encore présente !!;Défavorable
Laissons le loup acteur de la biodiversité , le 26 novembre 2023 à 09h13;Laissons le loup acteur de la biodiversité . Le loup est un prédateur des cervidés, son rôle de régulateur est important pour le développement de nos forêts. Contrairement à ce que l’on pense, les moutons et animaux d’élevage ne sont pas sa nourriture de prédilection. Il ne s’y attaque qu’en cas de faim extrême et s’il ne trouve pas de cervidés. Le paradoxe est que les chasseurs chassent les cervidés ! Laissons faire la nature pour le bien de tous, pour notre sécurité, pour le Vivant !;Défavorable
Stop au massacre , le 26 novembre 2023 à 09h14;Stop au massacre . Comment en NOMBRE bientôt NOMBRE est il possible d’imaginer cela. Les animaux sont indispensables et tant que cela ne sera pas appliqué le monde aura des problèmes.;Défavorable
Homme vs wild , le 26 novembre 2023 à 09h14;Homme vs wilaya . Nous menons une guerre contre la nature, or si nous la gagnons, nous perdons…. Le loup est indispensable à la biodiversité. Arrêtons de détruire la faune et la flore pour des arguments égocentriques d’humains.;Défavorable
Non à l’abattage des loups !, le 26 novembre 2023 à 11h15;Non à l’abattage des loups !. Contre ce projet d’abattage massif de loups ! D’autres solutions existent pour assurer une cohabitation de tous. Le loup participe à la biodiversité et fait partie des espèces à protéger !;Défavorable
Contre le projet , le 26 novembre 2023 à 22h32;Contre le projet . Le loup est vital pour la biodiversité ! Ce genre de projet n’est pas possible en NOMBRE , il faut évoluer;Défavorable
Non à la régulation de la population de loups en France par des chasseurs , le 26 novembre 2023 à 09h38;Non à la régulation de la population de loups en France par des chasseurs . Je pense qu’abattre des loups introduits ne sert à rien. Pour réguler il faut stériliser quelques individus point barre. Les chasseurs voient le loup comme un nuisible qui leur enlève leurs proies sauf que le loup était là bien avant l’homme et son fusil. Pour ce qui est des élevages de brebis moutons etc des chiens comme les Patous ou autres sont tout à fait utiles pour lutter contre les attaques des loups mais il est évident qu’un seul chien ne pourrait en venir à bout. L’état ainsi que les éleveurs devront donc faire en sorte que des investissements soient faits afin de protéger nos élevages français. Les chasseurs ne chasse pas pour se nourrir mais pour le loisir de tuer ce qui n’est pas comme le loup, le renard ou l’ours qui chassent pour se nourrir eux et pas remplir leur congélo. Soyons honnêtes ! J’ai moins peur de croiser des loups en forêt que des chasseurs qui tirent au moindre bruit suspect…Saison de chasse plus de randonnées les weed tends , des hommes bedonnant chassant avec collier GPS et Talalgie-walkyrie et ne courent plus du tout ils attendent que les chiens débusquent et fassent passer devant leur nez. Revenons à la chasse d’antan avec arcs et flèches et là on verra si c’est autant une tuerie de masse. Tout ça pour dire que le loup a son habitat naturel dans ce monde mais qu’il faut réguler oui pour pas qu’il y ait trop de population envahissant nos forêts mais réguler en stérilisant et pas en tuant comme des barbares.;Défavorable
Non au changement de statut juridique du loup, le 26 novembre 2023 à 10h00;"Non au changement de statut juridique du loup. La ""régulation"" d’une espèce strictement protégée voulue à la fois par les éleveurs et les chasseurs est rétrograde et destructrice. ""Prélever"" des loups au lieu de chercher à s’adapter à leur présence, c’est avoir la vue courte sur le rôle de chaque espèce dans les écosystèmes. Revalorisez le métier de berger, faites changer les pratiques pastorales, accompagnez leur mise en œuvre, considérez le discours scientifique et respectez les citoyens qui souhaitent de véritables actions écologiques. Merci.";Défavorable
Plan national d’action sur le loup, le 26 novembre 2023 à 19h05;Plan national d’action sur le loup. Avis défavorable NOMBRE - Le Plan précédent ( NOMBRE - NOMBRE ) n’a pas fait l’objet d’une évaluation de la pertinence des actions engagées. En conséquence, le projet actuel ne tient pas compte des enseignements du plan précédent. NOMBRE - Le nouveau Plan ne fait mention que des impacts négatifs de la présence du loup et non des bénéfices qu’elle apporte. NOMBRE - L’engagement de l’État en faveur du déclassement d’espèce strictement protégée du loup est contraire à l’objectif d’assurer le bon état de sa conservation. NOMBRE - Les mesures visant à introduire une régulation de la population des loups sont contraires au droit communautaire et national et constituent un non-sens d’un point de vue biologie de la conservation. NOMBRE - Le Plan ne présente pas clairement les actions, leur pilote, le calendrier de mise en œuvre, les financements… NOMBRE - Rien de concret quant au statut du chien de protection, élément majeur pour un usage sécurisé de cet outil n NOMBRE de protection des troupeaux NOMBRE - Le Conseil National de Protection de la Nature, a produit un avis négatif mettant en avant la plupart des points énumérés ci-dessus, sans que le gouvernement n’en tire la moindre conclusion ni ne modifie ce projet de plan.;Défavorable
CE PLAN EST INADAPTÉ, le 26 novembre 2023 à 19h06;CE PLAN EST INADAPTÉ. La coexistence entre le loup et l’élevage est une obligation pour tous et il faut aider les éleveurs à maintenir leur activité tout en protégeant le loup. La solution ne peut être les tirs car un loup mort sera remplacé par un nouveau. Les prédateurs comme le loup trouvent une auto régulation et penser que les abattre sera une solution est une illusion il faut renforcer les éleveurs dans les moyens pour les éloigner.;Défavorable
Avis défavorable au PNA Loup et activités d’élevage, le 26 novembre 2023 à 19h06;"Avis défavorable au PNA Loup et activités d’élevage. Écologue et chercheur de profession, j’émet un avis défavorable à l’actuel PNA proposé car celui-ci ne peut être mis en œuvre en l’état et pour cause, à aucun moment le document ne prends en compte les conclusions du précédent, ce qui n’est juste pas admissible au vu des conclusions des comités de pilotage, mais aussi au sein du conseil scientifique. Ainsi les limites rencontrés sur certaines actions n’ont pas été prises en compte, et la mise en œuvre d’analyses plus globale intégrant l’apport bénéfique de cette espèce, que ce soit aux écosystèmes, aux Hommes, et à notre Pays, n’a été produit. Pourtant qu’elle belle action que d’accompagner le retour d’une espèce emblématique tout en accompagnant les éleveurs dans leur activité. Sortons par le haut de cette situation abracadabrantesque ! en remettant l’ensemble des acteurs autour de la table, et en travail collégialement à l’écriture d’un nouveau PNA qui pourrait être dénommé ""Soutien à la reconquête du loup en France et accompagnement des éleveurs dans le vivre ensemble"".";Défavorable
Défavorable ! Votre proposition est scandaleuse !!!, le 26 novembre 2023 à 19h14;Défavorable ! Votre proposition est scandaleuse !!!. C’est une espèce protégée et ça doit le rester !! Merci de penser à d’autres solutions que le meurtre abattement d’espèces vivantes… En outre, cette proposition n’est pas seulement honteuse et cruelle mais également stupide et contre productive : merci de vous renseigner sur l’impact de votre proposition sur le comportement du loup…;Défavorable
Oui au plan loup , le 26 novembre 2023 à 19h16;Oui au plan loup . Très favorable à ce nouveau plan loup. Il faut écouter et comprendre les gens du terrain pour faire évoluer les choses. C’est triste de savoir que certains veulent donner des conseils, de leur appart, de leur ville, aux agriculteurs qui eux font déjà un énorme travail pour protéger leurs bêtes et très souvent, en vain. Soutient total au monde rural qui subit des attaques.;Favorable
AVIS DÉFAVORABLE, le 26 novembre 2023 à 19h26;"AVIS DÉFAVORABLE. ""Il n’y avait aucune cruauté en eux. Il étaient nés prédateurs.Comme l’homme ….. Mais ils étaient restés prédateurs alors que l’homme était devenu DESTRUCTEUR."" Paul-Émile Victor Pour le maintien de toutes les espèces et un accompagnement des éleveurs";Défavorable
PRÉSERVONS LES LOUPS, le 26 novembre 2023 à 19h37;PRÉSERVONS LES LOUPS. Chaque espèce animale est essentielle à la survie des autres espèces. Le loup est un maillon d’une chaîne qui pourrait se rompre en entraînant l’effondrement de la biodiversité s’il venait à disparaître.;Défavorable
Contribution à la consultation publique sur le Projet de PNA 2024-2029 sur le Loup, le 26 novembre 2023 à 19h37;Contribution à la consultation publique sur le Projet de PNA NOMBRE - NOMBRE sur le Loup. Madame, Monsieur J’émet un avis absolument défavorable au projet de Plan National d’actions Loup NOMBRE - NOMBRE , même si les pouvoirs publics affichent la volonté de fonder leurs décisions sur des bases scientifiques rigoureuses (encore fautil que des moyens financiers pérennes y soient affectés !). En premier lieu, une nouvelle fois les mesures projetées ne visent pas à obtenir un bon état de conservation du loup gris commun Canis lupus lupus dans l’ensemble de son aire de répartition. Elle vise simplement à mettre une pression par la régulation sur les populations installées ou à le recherche de nouveau territoire sur notre espace national. L’aire de reproduction du loup est actuellement limitée aux Alpes et à ses piémonts, les observations en dehors de ces espaces étant limités à des individus en dispersion, ce que démontrent toutes les données disponibles. Hors justement ce PNA est en contradiction avec les avis scientifiques du MNHN, et du CNPN relayés par les associations de protection de la Nature et de l’Environnement telles que la LPO, l’ASPAS, FERUS, le WF₄ ou Humanité et Biodiversité notamment. Il s’inscrit dans la lignée du précédent PNA NOMBRE - NOMBRE dont il est d’ailleurs remarquable de noter qu’aucune évaluation de la validité des mesures mises en œuvre n’a été réalisée, ce qui est pourtant la base d’une approche scientifique ! Aucune étude exhaustive des dommages n’est disponible, pas plus que l’évolution de la répartition des proies entre faune sauvage et animaux d’élevage, la valorisation des expériences de terrain permettant de soutenir la coexistence n’est retenue par les services de l’état alors que les PANE ont acquis une expérience de plus en plus étoffée… Comment établir un nouveau dispositif sans tirer les leçons d’un précédent !? Ensuite, ce nouveau PNA devrait avoir dans ces gênes l’atteinte du bon état de conservation de cette espèce en France en vertu des normes règlementaires (Conventions CAB, CITES, SAMSARA ou UNESCO, Directives Habitats Faune-Flore, Lois TAMTAM, NOTRE, biodiversité, etc.), tout en assurant le soutien et l’accompagnement légitimes de la filière pastorale, et pourtant : il ne fait qu’introduire un biais détestable en n’abordant le Loup que sous le prisme des impacts négatifs sans prendre en compte l’ensemble des incidences positives, d’autant que dans le même temps il ne retient que les aspects positifs de l’élevage sans prendre en compte les incidences négatives pourtant connues. En parallèle à ce PNA, il est remarquable aussi de noter que l’État œuvre pour une modification du statut de protection du loup afin d’obtenir son déclassement d’espèce strictement protégée absolument contraire à l’objectif d’assurer le bon état de conservation. Autre mesure détestable envisagée et venant en contradiction avec les engagements de l’état : en plus d’envisager d’augmenter le plafond annuel de prélèvement de loup, les autorisations et modalités de tir dérogatoire seraient simplifiées. Le CNPN a émis un avis sur les mesures de protection des troupeaux qu’il faut généraliser sans exceptions, le CGEDD publiant lui, un rapport sur la manière dont d’autres pays ont mis en œuvre des mesures pour s’adapter à l’évolution de la population du loup. Ce nouveau PNA maintien la non protection de certains troupeaux alors que l’on sait que c’est la meilleure méthode pour limiter les dommages aux troupeaux !? Je reste sur ma faim aussi ce qui me conforte dans l’idée que ce machin n’est pas un plan d’action : Quelles sont les actions programmées, selon quels calendriers et avec quels financements, qui les pilotes et sous quelle autorité (indépendante !) !? Par ailleurs, l’état prêtent qu’avec NOMBRE individus, la population de loups en France est sauvée. C’est cette information qu’utilisent ainsi Chasseurs et agriculteurs ce qui est faux, ce que mettent en évidences les ressources scientifiques disponibles, sans contre-point !? En outre : Sur quelle étude mettant en évidence l’utilité des tirs, l’État s’appuie-t’il !? Comment peuton parler de mesures de conservation avec l’accroissement des tirs létaux et la baisse des tirs d’effarouchement réalisés par des tireurs toujours plus nombreux, mieux équipés et des modalités de tirs toujours plus assouplies !? Que dire de la demande de déclassement d’une espèce protégée pour la protéger !? Faute de pouvoir assurer le bon état de conservation du loup ce qu’il ne peut garantir au regard de cet argumentaire, je demande à ce que ce projet de PNA soit en l’état abandonné et qu’un nouveau dispositif soit élaboré sur des bases scientifiques et en s’appuyant des apports du Groupe National Loup.;Défavorable
STOP à cette mesure d’un autre siècle, le 26 novembre 2023 à 19h40;STOP à cette mesure d’un autre siècle. Depuis NOMBRE ans l’homme réduit la biodiversité. On peut comprendre les prédations sur les animaux pour se nourrir, mais depuis le NOMBRE aime siècle ce ne devrait plus être le cas. L’existence de la chasse actuelle s’explique car certaines espèces n’ont plus de prédateurs. La faute à qui ? à l’homme qui ne veut pas cohabiter avec certains grands prédateurs (en France : l’ours, le loup, le lynx). Si on continue à vouloir modifier la bio diversité de cette manière (éradication) on saint maintenant que cela ne servira à rien. On avait pensé en NOMBRE en France avoir éradiqué le loup, il revient sur son territoire.;Défavorable
Avis défavorable au nouveau plan Loup. 26 novrembre 2023 19h42, le 26 novembre 2023 à 19h44;Avis défavorable au nouveau plan Loup. NOMBRE novembre NOMBRE . Défavorable à ce plan loups aberrant et contraire aux avis scientifiques. Pour maintenir les actions de conservation du loup en France et contre sa destruction. Pour l’accompagnement des éleveurs dans la cohabitation.;Défavorable
Contre l’abbatage des loups , le 26 novembre 2023 à 19h46;Contre l’abatage des loups . Bonjour Je suis contre l’abbatiale des loups car Le loup est essentiel pour la biodiversité. Les tirs désorganisent les meutes et augmentent les attaques de plus Le déclassement juridique est un scanda car le loup reste une espèce menacée en France selon l’UICN;Défavorable
Non au projet de loi , le 26 novembre 2023 à 19h46;Non au projet de loi . Avis défavorable , le NOMBRE novembre NOMBRE à Le loup doit rester une espèce protégée ! La préservation de la biodiversité est une priorité absolue. Les tuer n’est PAS une solution !!!;Défavorable
Avis défavorable au PNA Loup et activités d’élevage, le 26 novembre 2023 à 19h03;"Avis défavorable au PNA Loup et activités d’élevage. Écologue et chercheur de profession, j’émet un avis défavorable à l’actuel PNA proposé car celui-ci ne peut être mis en œuvre en l’état et pour cause, à aucun moment le document ne prends en compte les conclusions du précédent, ce qui n’est juste pas admissible au vu des conclusions des comités de pilotage, mais aussi au sein du conseil scientifique. Ainsi ni les limites rencontrés sur certaines actions, ni la mise en œuvre d’analyses plus globale intégrant l’apport bénéfique de cette espèce, que ce soit aux écosystèmes, aux Hommes, et à notre Pays, qu’elle belle action que d’accompagner le retour d’une espèce emblématique tout en accompagnant les éleveurs dans leur activité. Sortons par le haut de cette situation abracadabrantesque ! en remettant l’ensemble des acteurs autour de la table, et en travail collégialement à l’écriture d’un nouveau PNA qui pourrait être dénommé ""Soutien à la reconquête du loup en France et accompagnement des éleveurs dans le vivre ensemble"".";Défavorable
Non stop , le 26 novembre 2023 à 09h39;Non stop . Le rapport que vous avez vous même commandé est défavorable à cette mesure. Faite marche arrière personne ne vous soutiens.;Défavorable
C’est non , le 26 novembre 2023 à 09h40;C’est non . Vous ne pouvez pas massacrer tous ces loups !!! Dans quelques années sinon on se plaindra qu’il n’y en a plus, à qui la faute ? ! Arrêter ce délire;Défavorable
Non à l’abattage de nouveaux loups. Non au Plan Loup., le 26 novembre 2023 à 09h41;Non à l’abattage de nouveaux loups. Non au Plan Loup.. De l’ordre de NOMBRE loups au total est risible comparé à nos voisins européens et à notre territoire. La France peut faire bien mieux en écoutant moins ses chasseurs.;Défavorable
Non à l’abattage des loups , le 26 novembre 2023 à 09h42;Non à l’abattage des loups . Nous ne sommes plus étonnés des mauvais choix qui s’enchaînent mais nous nous natterons quand même. Vos tirent désorganisent les meutes et encouragent la méfiance donc les attaques de loup. Non à ce projet;Défavorable
Pas les loups, le 26 novembre 2023 à 09h43;Pas les loups. Ne tuez pas les loups. Un millier c’est rien pour une espèce au bord de la disparition et, retirer le statut d’espèce ultra protégée reviendrait à condamner à nouveau les loups de France. On croyait les avoir vu disparu fut un temps et maintenant que ça gêne le commerce plutôt que trouver des solutions comme les déplacer dans une réserve naturelle vous préférez les tuer ? Les loups sont aussi bénéfiques à notre écosystèmes et notre rayonnement culturel. Ne tuez pas les loup par pitié. Peut-être ne sontils pas aussi symboliques que le col mais ils n’en demeurent pas moins une partie de notre patrimoine français.;Défavorable
Laissez les vivre, le 26 novembre 2023 à 09h43;Laissez les vivre. Arrêtons le massacre organisé des loups. Les loups sont des êtres vivants, intelligents, prédateurs naturels, mais qui fait bien moins de dégâts que l’homme. Promouvez la présence de bergers, avec d’autres chiens adaptés. Les Italiens, les Suisses, les espagnols et les pays de l’est ne tient pas leurs loups,;Défavorable
Loup libres, le 26 novembre 2023 à 09h46;Loup libres. Il devient urgent de préserver cette espèce qui joue un rôle primordial dans l’équilibre de la biodiversité. Faisons appel au bon sens du gouvernement pour trouvez des solutions pour réussir à vivre en harmonie avec le loup plutôt que de chercher à le détruire et le tuer.;Défavorable
NON à ce plan loup complètement scandaleux !!, le 26 novembre 2023 à 09h48;NON à ce plan loup complètement scandaleux !!. Nous avons grandement besoin des loups sur notre territoire. Ce sont de véritables prédateurs et régulateurs des populations de biches, chevreuils, cerfs… Ils permettent de maintenir un équilibre vital et sans eux, c’est tout un écosystème qui sera déréglé. Et on ne pourra pas compter sur les chasseurs qui pour la plupart tirent sur n’importe quoi y compris des espèces protégées. Concernant les attaques sur les troupeaux, il faut en effet former les berger.ère.s à travailler avec des chiens gardiens des troupeaux. Et dans tout les cas les éleveur.ses.s sont systématiquement indemnisé.e.s quand ils elles perdent des animaux.;Défavorable
Hors de question, laisser les loups ! , le 26 novembre 2023 à 09h49;Hors de question, laisser les loups ! . Aucun motif ne justifie de tuer ces loups. Leurs territoires sont de plus en plus réduits et c’est la seule raison qui fait que nous les apercevons dans les villes et qu’ils s’attaquent aux troupeaux. Apprenons à les respecter et à protéger nos élevages plutôt que de les éliminer sans raisons valables. Si y’a bien une espèce qui est invasive et qui détruit l’écosystème et l’environnement c’est bien les humains. C’est non non non !;Défavorable
Nous les loups on les veut vivants !, le 26 novembre 2023 à 09h49;Nous les loups on les veut vivants !. - Le loup est essentiel à la biodiversité - Les tirs désorganisent les meutes et augmentent les attaques - Le déclassement juridique est un scandale car le loup reste une espèce menacée en France selon l’UICN;Défavorable
Non au plan d’abattage des loups, le 26 novembre 2023 à 09h50;Non au plan d’abattage des loups. Je suis opposé au nouveau plan d’abattage des loups. Je peux comprendre les éleveurs, mais je pense que des solutions peuvent être trouvées pour préserver leurs intérêts ainsi que leur légitime empathie pour leurs troupeaux. Je suis contre la chasse.;Défavorable
Oui au loup, le 26 novembre 2023 à 09h54;Oui au loup. Non à l’abattage du loup Oui à l’aide des agriculteurs pour s’en protéger C’était bien possible y a NOMBRE ans… Faut remettre des patous, des clôtures hautes, etc Faut qu’on réapprenne à vivre avec la nature et qu’on arrête de la détruire;Défavorable
Les loups en vie, le 26 novembre 2023 à 09h55;Les loups en vie. Comment voulezvous que notre faune se régule si on élimine nos plus grands prédateurs ! Avec plus de chasseurs ? Le loup est essentiel à la biodiversité, c’est ainsi que fonctionne la nature depuis des millénaires, ils n’ont pas besoin de nous pour décider qu’une espèce ne mérite pas de vivre. Apprenons à vivre avec eux à nos côtés ! Le loup EST une espèce en danger ! Il sont classés vulnérables en France, ce qui veut dire qu’ils ne sont pas assez nombreux ! Pourquoi vouloir les faire disparaître alors qu’on a tellement combattu et attendu pour les réintroduire dans notre pays ?? De plus, on sait aujourd’hui très bien qu’en éliminant certains loups et pas d’autres, les meutes se retrouvent totalement désorganisées et les attaques sont encore plus nombreuses, car les loups se retrouvent livrés à eux mêmes. Ils vivent selon une hiérarchie et une société établie ! Arrêtons de trouver des excuses pour exterminer la nature, apprenons à vivre avec elle à nos côtés, elle est si belle ! Des solutions aux problèmes existent et d’autres seraient trouvées si seulement on prenait encore le temps d’y réfléchir ! Arrêtons de choisir la simplicité, il y a trop de conséquences désastreuses !;Défavorable
Changement de statue des loups, le 26 novembre 2023 à 09h39;Changement de statue des loups. Pourquoi abattre des loups qui n’obéissent qu’à leur instinct quand on pourrait punir les Hommes qui chasse en trop grosses quantité comparé à leur besoin;Défavorable
Avis défavorable , le 26 novembre 2023 à 19h02;Avis défavorable . Une aberration pour la biodiversité ! Il serait grand temps de suivre l’avis des scientifiques;Défavorable
Avis defavorable, le 26 novembre 2023 à 19h01;Avis défavorable. Une aberration, je suis contre ce nouveau plan loup, l’espèce devrait garder son statut de conservation.;Défavorable
Avis défavorable , le 26 novembre 2023 à 18h59;Avis défavorable . Le loup doit rester une espèce protégée ! La préservation de la biodiversité est une priorité absolue. Les tuer n’est PAS une solution !!!;Défavorable
Laissez vivre les loups en paix !, le 26 novembre 2023 à 10h03;Laissez vivre les loups en paix !. Chaque espèce sur terre à un intérêt et une action sur la régulation de notre environnement. Faciliter la chasse sur les loups reviendrait à séparer les individus au sein d’un même groupe et d’amplifier les attaques des troupeaux. Les loups sont une espèce déjà menacée et nécessite une protection stricte ! Et non l’inverse, on est navigue dans un esprit illogique.;Défavorable
