sujet;checked_text;opinion
Tanguy Trompette, le 16 novembre 2023 à 23h31;Tanguy Trompette. Les moyens de protection berger au troupeau plus chiens de protection plus parc nocturne ont fait leurs preuves pour limiter la prédation. Les tirs létaux n’ont aucune efficacité prouvée sur la prédation. Cessons de vouloir limiter l’expansion naturelle de la population lupine et accompagnons nos éleveurs pour réduire la taille des troupeaux. Le loup peut être une chance pour déclencher une transition vers des plus petits troupeaux en alpage. Aujourd’hui on croise régulièrement des groupements pastoraux de NOMBRE brebis à viande, et parfois plus. Des troupeaux de taille plus raisonnable sont plus faciles à protéger de la prédation et on un impact plus limité sur la biodiversité.;Défavorable
Contre, le 16 novembre 2023 à 23h22;Contre. Je suis contre l’abattage des loups qui font partie de la biodiversité.;Défavorable
CONTRE l’abattage programmé du loup, le 16 novembre 2023 à 16h46;CONTRE l’abattage programmé du loup. Les autres pays européens arrivent à gérer les soi disant débordements du loup pourquoi pas nous ?;Défavorable
Je suis contre, le 16 novembre 2023 à 18h04;Je suis contre. Aucune raison scientifique ne justifie ces tirs de loups. Au contraire, les tirs entraînent une dispersion de la meute et donc une recrudescence potentielle d’attaque de loup sur les troupeaux. Exactement, l’inverse du résultat escompté. De plus, l’État est censé être garant de la loi, or le loup est une espèce protégée. Peuton m’expliquer comment on peut à la fois protéger et tuer une espèce animale ? Il serait judicieux de prendre exemple sur ce qui se fait dans d’autres pays européens où cohabitent depuis toujours le loup et le pastoralisme.;Défavorable
Du grand n’importe quoi, le 16 novembre 2023 à 13h55;Du grand n’importe quoi. On entre vraiment dans une ère du n’importe quoi. Tirer à tout va, sans cadre, sans précaution, sans sûreté. On banalise l’idéocratie. Vous allez dans le sens inverse de là où il faut aller.;Défavorable
Defavorable, le 16 novembre 2023 à 13h58;Défavorable. Je suis défavorable à l’augmentation de destruction des loups par dérogation. Il faut maintenir la protection stricte de cette espèce pour son bien et celle des autres espèces naturelles (nous y compris );Défavorable
CONTRE ! En 2023.. Franchement , le 16 novembre 2023 à 14h26;CONTRE ! En NOMBRE .. Franchement . CONTRE ! C’est une aberration en NOMBRE de continuer à donner ce genre de dérogation. Bossez avec des spécialistes de la question car de nombreuses alternatives existent. Arrêtons le massacre.;Défavorable
CONTRE LE MASSACRE DE LOUP , le 16 novembre 2023 à 16h40;CONTRE LE MASSACRE DE LOUP . Il faut arrêter d’encourager le lobby de la chasse;Défavorable
Contre l’abattage des Loups !!!, le 16 novembre 2023 à 16h40;Contre l’abattage des Loups !!!. Contre l’abattage des loups, le NOMBRE novembre NOMBRE à Je suis complètement opposé au projet d’abattage des loups !!!;Défavorable
Contre, le 16 novembre 2023 à 23h21;Contre. Des budgets pour protéger et des budgets pour tuer ce qui est protégé. La France…;Défavorable
CONTRE , le 16 novembre 2023 à 23h08;CONTRE . Je suis contre l’avantage du loup qui est primordial pour l’équilibre de la biodiversité, comme tout être vivant;Défavorable
Contre, le 16 novembre 2023 à 22h52;Contre. Investir dans la protection des troupeaux plutôt que d’éliminer une espèce protégée.;Défavorable
Défavorable , le 16 novembre 2023 à 17h53;Défavorable . je suis défavorable au projet d’arrêté;Défavorable
Défavorable à cet arrêté., le 16 novembre 2023 à 17h47;Défavorable à cet arrêté.. Je suis défavorable à cet arrêté qui privilégie l’élimination d’une espèce bénéfique à la biodiversité. Les tirs doivent être l’exception couplé à un système de protection efficace, ce qui est prouvé ainsi qu’un réel accompagnement des éleveurs avec une prise en compte des besoins lié avec cette cohabitation. Il est trop facile de tuer, la cohabitation demande des efforts. On est face à un déclin de la biodiversité et vous nous proposez de faciliter les tirs … Je désapprouve.;Défavorable
Contre, le 16 novembre 2023 à 17h45;Contre. Contre l’abattage des loups ! C’est une aberration !!;Défavorable
Non à l’abattage des loups ! , le 16 novembre 2023 à 18h53;Non à l’abattage des loups ! . C’est une espèce protégée.;Défavorable
Contre cette mesure, le 16 novembre 2023 à 18h49;Contre cette mesure. Non à l’abattage des loups, oui à la Nature et ses interactions passionnantes.;Défavorable
Défavorable , le 16 novembre 2023 à 18h46;Défavorable . Je suis contre l’abattage des loups, une espèce protégée nécessaire au maintien des écosystèmes et à la biodiversité.;Défavorable
Contre, le 16 novembre 2023 à 18h30;Contre. Je suis totalement contre ces tirs !!!;Défavorable
CONTRE ce projet !, le 16 novembre 2023 à 18h30;CONTRE ce projet !. Non à l’autorisation d’abattage des loups;Défavorable
Contre, le 16 novembre 2023 à 18h24;Contre. Vive la biodiversité.;Défavorable
Contre l’abattage du loup, le 16 novembre 2023 à 18h23;Contre l’abattage du loup. Je suis contre l’abattage du loup. Il est dit que c’est une espèce PROTÉGÉE dans la première phrase. Avant de tuer les loups, vérifions que les éleveurs se disant victimes du loup ont bien utilisés toutes les subventions qu’ils ont reçu pour protéger leur troupeaux.;Défavorable
CONTRE l’abattage des loups, le 16 novembre 2023 à 16h53;CONTRE l’abattage des loups. Pourquoi ne pas rétablir l’équilibre naturel en laissant les loups vivre ? La nature a toujours su se gérer elle même !;Défavorable
contre, le 16 novembre 2023 à 16h55;contre. Les arguments sont connus de la force publique alors à quoi bon prendre du temps pour les exposer à nouveau….;Défavorable
Ridicule, le 16 novembre 2023 à 17h40;"Ridicule. Comme ça vous augmentez les risques ""accidents de chasse"" pour un animal qui avait disparu de région dont il était originaire, la chasse vous rapporte combien honnêtement ?";Défavorable
Non aux dérogations , le 16 novembre 2023 à 17h10;Non aux dérogations . Non aux dérogations, oui à l’interdiction d’abattre les loups qui doivent rester protéger. L’abattage est scientifiquement inutile ! Oui aux dispositifs de protection des troupeaux, oui aux subventions pour ces installations qui doivent se rependre chez les éleveurs et les éleveuses !!!;Défavorable
Contre, le 16 novembre 2023 à 17h11;Contre. Le loup est un prédateur au même titre que n’importe quel animal. Il va logiquement là où la nourriture est en abondance et préfère une proie accessible et non risquée. Il existe énormément de moyens de protection des troupeaux (troupeaux dont les animaux sont élevées à quelle fin , être mangé par l’homme ? Mais … C’est un autre débat ). Plutôt que d’autoriser le meurtre d’animaux menacés, mettons en place les mesures nécessaires et utiles. Plutôt que de faciliter abatage des loups, soyons dignes de notre condition humaine et utilisons notre cerveau autrement que si nous étions au 8es siècle.;Défavorable
Avis défavorable, le 16 novembre 2023 à 17h32;Avis défavorable. Une fois de plus le problème n’est pas abordé d’une façon sensée et raisonnable. L’humain doit apprendre à vivre avec et non contre la nature. Il est urgent de commencer à réfléchir à corriger les déséquilibres (généralement eux-mêmes induits par l’activité humaine ! ) autrement qu’en tuant, qui est une solution de facilité d’une cruauté effroyablement banalisée. Quant à la régulation, c’est par le retour et la préservation de la biodiversité qu’elle doit être effectuée, et non en supprimant bêtement des vies.;Défavorable
Absolument contre, le 16 novembre 2023 à 14h23;Absolument contre. Comme d’habitude, le gouvernement français soigne le lobby de la chasse et de l’élevage, en allant à l’encontre de toutes les études scientifiques sur le sujet et à contre courant de ce qui se passe partout dans le monde. Nous sommes gouvernés par une poignée de gens autoritaires qui privilégient leurs avantages électoraux et financiers au détriment du bien commun.;Défavorable
Défavorable à l’abattage de nouveaux loups, le 16 novembre 2023 à 14h04;Défavorable à l’abattage de nouveaux loups. Je suis défavorable à l’arrêté proposant d’abattre davantage de loups et visant à assouplir les conditions d’abattage. Le loup est le meilleur régulateur de la biodiversité, son abattage sert juste à faire plaisir aux chasseurs et aux éleveurs qui ne souhaitent pas mettre en place des mesures de protections adaptées pour leurs troupeaux.;Défavorable
Porter atteinte à une espèce protégée, honteux !, le 16 novembre 2023 à 15h16;Porter atteinte à une espèce protégée, honteux !. Je trouve scandaleux la possibilité élargir les possibilités de porter atteinte à cette espèce protégée. Pourquoi aller toujours dans le sens des lobbys les plus forts (chasseurs, agriculteurs ) que de réfléchir aux moyens supplémentaires à mettre en œuvre pour une meilleure cohabitation. Car cette dernière est possible, certains agriculteurs en témoignent !;Défavorable
NO a la chasse , le 16 novembre 2023 à 15h35;NO a la chasse . Mon vote est définitivement contre cette tuerie absurde, c’est fou que la chasse en France soit encore légale, on sait que c’est le contraire de l’écologie. Dans tous les pays dotés de bons gouvernements, intéressés au moins par l’écologie et le bien-être des êtres humains et des animaux, la chasse est interdite, une coutume rétrograde. Réfléchissez un peu à une meilleure solution que de tuer des êtres innocents;Défavorable
STOP AU MASSACRE DES LOUPS SAUVAGES EN FRANCE , le 16 novembre 2023 à 16h00;STOP AU MASSACRE DES LOUPS SAUVAGES EN FRANCE . Il me semble contradictoire d’abattre des individus d’une espèce protégée à l’échelle nationale sous couvert d’arguments fallacieux avancés par les lobbies de la chasse et de l’élevage. Les scientifiques sont clair-e-s et vous croissiez de regarder ailleurs, là où l’argent et les armes à feu se trouvent. Honte à vous. Le loup vaincra la bêtise humaine un jour ou l’autre;Défavorable
Non à l’abattage des loups, le 16 novembre 2023 à 19h05;Non à l’abattage des loups. Mais tellement contre, c’est complètement honteux. Nous devons apprendre à cohabiter avec les loups et non les massacrer. Le gouvernement doit aider les éleveurs mais avec des moyens éthiques. Arrêtons de massacrer la nature. Tuer n’est pas la solutions. Cela disperse aussi la meute et augmente les attaques sur le bétail.;Défavorable
Canis Lupus, le 16 novembre 2023 à 16h31;Canis Lupus. La transition écologique passe-elle par le massacre d’animaux sauvages ? J’attends de notre gouvernement ami des lobbies en tous genres qu’il respecte un tant soit peu ses engagements européens et mondiaux en préservant la biodiversité et en arrêtant de tout voir par le biais économique. Ce n’est pas en continuant de faire tourner la roue capitaliste à tout prix que nous allons inverser le réchauffement climatique. Payer des indemnisations pour laisser s’épanouir la nature, ce n’est pas la mer à boire, n’estce pas ? Ce serait bien que nous montrions le bon exemple, pour une fois. Merci de votre attention.;Défavorable
Défavorable , le 16 novembre 2023 à 12h39;Défavorable . « à la double condition qu’il n’existe pas d’autres solutions satisfaisantes et que les opérations ne nuisent pas à l’état de conservation de la population de loups » conditions non remplies, donc il n’y a pas raison de les abattre. On sait que les mesures de prévention ne sont pas assez développées et mises en place, on sait aussi que sur la part de morts par loup il y a des chiens. De plus, en quoi l’élevage ovin aurait plus sa place que l’existence du loup? On parle d’une activité non essentielle contre des vies, faut vraiment se penser au dessus du reste du monde pour ne pas voir le problème.;Défavorable
Opposé / Défavorable , le 16 novembre 2023 à 13h36;"Opposé Défavorable . Absolument contre : Je reprend un des anciens commentaires : ""Le loup est une espèce strictement protégée au niveau international et européen. […] il est classé « prioritaire d’intérêt communautaire ». Au niveau national, il s’agit d’une espèce protégée au sens de l’article L.411- NOMBRE du code de l’environnement.""";Défavorable
CONTRE , le 16 novembre 2023 à 13h36;CONTRE . Absolument scandaleux, le loup comme beaucoup d’espèces est une espèce protégée !!!! Honte à la France qui autorise l’abattage de loups alors que c’est interdit ! Franchement la France est loin d’être un pays civilisé ! Elle se croit au dessus de tout !honte à Macron !!!! Un vendu dont la patte est bien graissée par le lobby de la chasse ! Vivement la fin de son mandat ! L’humain n’est pas une espèce supérieure, nous devons respecter les autres habitants de cette planète. Nous ne sommes rien sans eux. Nous courons à notre perte.;Défavorable
Défavorable, le 16 novembre 2023 à 13h02;Défavorable. Cet arrêté prévoit essentiellement de faciliter les destructions légales de loups par rapport aux précédents arrêtés. Or, les plafonds de destruction légale de loups sont atteints chaque année. Dès lors, on ne voit pas trop l’intérêt de faciliter les tirs, à part d’atteindre le plafond de destruction en juin. Et après, que fera-on ? L’avis du CNPN est par ailleurs clair, la gestion du loup en tant qu’espèce protégée en France manque clairement d’ambition. Le quatuor, comptage - tir - protection - indemnisation commence à avoir fait son temps.;Défavorable
Totalement défavorable , le 16 novembre 2023 à 12h54;Totalement défavorable . Le loup est une espèce protégée qui ne mérite pas de telles mesures. L’intérêt des éleveurs derrière ce texte ne légitime aucunement l’abattage de loups. L’humain empiète sur le territoire des espèces sauvages, des mesures de protection des troupeaux peuvent être mises en place or, dans les faits, l’on constate qu’aucun enclos ni pâturage n’est adapté face au risque minime que représente le loup. L’abattage n’est donc qu’une énième mesure sans intérêt destinée à contenter les éleveurs qui de toute façon ne font rien pour protéger leur troupeau. L’élevage est en outre totalement déconnecté des considérations environnementales et écologiques. Il n’est donc pas justifiable de proposer l’abattage d’une espèce sauvage pour défendre une industrie qui va à l’encontre des préoccupations actuelles quant aux habitudes alimentaires et aux dangers de l’activité humaine sur la préservation de notre environnement.;Défavorable
Effondrement du vivant, destruction de la biodiversité , le 16 novembre 2023 à 19h46;"Effondrement du vivant, destruction de la biodiversité . Le nombre d’espèces est en chute libre, le nombre d’individus dans la plupart des espèces aussi. On voit où nous a menés la toute puissance que nos sociétés se sont accordées sur le vivant. On dénonce les dégâts occasionnés par les loups, les ravages dus aux sangliers et aux chevreuils, eux, ne gênent personne. Les loups régulaient ces espèces, dont le nombre est devenu incontrôlable… depuis que l’homme a décidé de se débarrasser du loup ! Dans les départements où il y a plusieurs loups, on entend dire par des éleveurs (anti loups ) : ""le problème ça n’est pas le loup, c’est le trop grand nombre de loups. Comme ça, ils auront des dérogations pour tuer du loup. Dans le Lot, une louve, une seule, c’était déjà trop. Tuée. Tout ça pour la lâcheté de nos hommes politiques. C’est cette lâcheté qui nous coûte cher.";Défavorable
Totalement en désaccord avec ce projet, le 16 novembre 2023 à 13h46;Totalement en désaccord avec ce projet. Tout d’abord, estce normal de ne pas attendre l’analyse des résultats du Plan National d’Action en cours NOMBRE NOMBRE pour durcir et prolonger les mesures qui n’ont pas montré de résultats ? On n’a jamais vu cela dans un PNA !!! Modifications inadmissibles : Art NOMBRE : la suppression de l’obligation, pour les lieutenants de louveterie et les agents de l’OFB, d’éclairer la cible pour un tir de nuit e danger des tirs alors que l’on ne peut pas toujours identifier l’espèce avec une caméra thermique. Art NOMBRE et Art NOMBRE : la suppression de la limitation de l’usage des dispositifs de type « caméra thermique » aux seuls lieutenants de louveterie, agents de l’Office français de la biodiversité, et chasseurs opérant en leur présence. e L’OFB ne sera pas présent pour contrôler ces tirs in admis même pour les espèces chassables !!! Le Loup gris espèce protégée en Europe pourra être détruit avec tous les moyens disponibles même ceux in admis pour les espèces chassables et soumis à plan de chasse et cette chasse sera sans contrôle de l’OFB. Je rappelle aussi que la taille efficace en dessous de laquelle la conservation d’une population démographiquement et écologiquement viable n’est plus assurée sur le long terme correspond à NOMBRE adultes potentiellement reproducteurs, et non pas NOMBRE individus, ce qui est bien différent. Ce seuil de viabilité de la population n’est pas encore atteint. Il n’y ait, non plus, aucune période d’interdiction des tirs, notamment en période de reproduction et cela semble peu conforme au statut d’espèce protégée de surcroit toujours classée comme vulnérable, selon les critères de la liste rouge nationale de l’UICN. Ce projet d’arrêté qui se base uniquement sur une augmentation des tirs létaux est, pour moi, totalement inadapté à une gestion pérenne du Loup gris en France.;Défavorable
Christine CJ, le 17 novembre 2023 à 12h21;Christine CI. Évidemment CONTRE ce projet qui fait suite à une réaction calamiteuse et totalement subjective de la présidente du Pearl. Européen - QUAND ??? ce gout. et ce ministère sensé TOUT FAIRE pour protéger la biodiversité qui s’effondre, QUAND va til ÉCOUTER et mettre en œuvre les préconisations des scientifiques, biologistes, experts pour restaurer la biodiversité ??? TOUS ont pourtant les solutions et elles font leurs preuves - si le p persiste c’est bien parce que vous choisissez toujours la MAUVAISE solution, celle qui consiste à céder à la pression des lobbies - les tirs de prélèvement montrent depuis tus qu’ils ne règlent rien côté éleveurs, pire ! ils aggravent encore la situation de survie des loups et la dislocation des meutes - les éleveurs DOIVENT se protéger efficacement et l’élevage doit être réduit, modéré, à taille humaine - évidemment cela s’accompagne d’une incitation forte à diminuer notre conso de produits animaux (viande laitages… ) or vous persistez dans votre ERREUR et continuez à faire fausse route !!! ??? alors que votre seul JOB est de ré-ensauvager la nature et ainsi permettre aux grands prédateurs de se nourrir de faune sauvage, leurs proies naturelles - c’est le seul rôle qui vous est assigné - on vous attend sur ce terrain mais jusqu’ici vous avez tout faux !!! tous vos pas de côté et vos décisions aberrantes sont IRRESPONSABLES !!! votre manque de courage politique est devenu insupportable !!! on participe à cette n-ième consul. sans conviction, juste parce que les écrits restent !!! vous nous avez tellement habitués à faire l’inverse de ce qu’il faut faire !!! on va vers une nature morte et vous y travaillez non stop ! c’est de l’écocide permanent !;Défavorable
FERMEMENT CONTRE, le 17 novembre 2023 à 07h31;FERMEMENT CONTRE. Je rêve d’une société dans laquelle les Politiques œuvrent pour la population, la faune, la flore, la planète, avec bienveillance, intelligence et une réelle considération. Comment en NOMBRE peuton encore en être à ce point de réflexion? Tuer résoudrait tout? Mais quelle valeur transmettezvous en agissant ainsi? Des solutions existent et le gouvernement ainsi que les éleveurs doivent faire impérativement des efforts pour la conservation de l’espèce. La protection des troupeaux par des hommes (comme c’est encore le cas à certains endroits ), des chiens , ou la mise en place d’éléments de sécurité tels que lumières, sons et autres sont largement réalisables pour cohabiter avec le loup Nos forêts doivent retrouver un équilibre naturel et les français doivent réapprendre à cohabiter avec les animaux, les respecter. L’homme doit cesser de tout détruire et de se croire tout-puissant. Que les dirigeants ouvrent leur conscience ! Ce serait tellement mieux si seules des personnes avec une conscience élargie, une âme élevée, pouvaient diriger, sans être menées par leur égo ou des ambitions déplacées. Ça changerait tout.;Défavorable
Avis défavorable, le 18 novembre 2023 à 12h45;"Avis défavorable. Contre ce projet d’arrêté totalement absurde ! Le loup a toujours eu sa place en France et l’a toujours. Il est possible de cohabiter pacifiquement avec le loup comme dans d’autres pays, la seule excuse pour tuer les loups en France (une espèce en déclin et protégée qui est un pilier de notre écosystème ), c’est pour l’argent et le plaisir ! Les éleveurs sont subventionnés et remboursés en cas de pertes et ont des protections à installer. Les loups ne représentent pas un danger pour l’Homme ça c’est complètement faussé par les contes pour enfants, or on est dans la réalité pas dans des contes avec le ""grand méchant loup"". Les loups contribuent à réguler les proies. Sauf que cela dérange les chasseurs (et le lobby de la chasse ) parce qu’ils ont moins de proies à tuer, ils le disent eux-mêmes les chasseurs, qu’ils sont pas contents car le loup prend leur job ! Une preuve incontournable du fait que les chasseurs veulent tuer par plaisir et que lorsqu’il y a une régulation naturelle par un animal naturel, ils sont mécontents ! Parce qu’ils ont moins d’animaux pour eux à tirer ! D’autant plus qu’abattre les loups empire la situation pour le bétail. En effet, lorsqu’on abat des loups, les meutes se dispersent et se séparent, les loups sont moins nombreux et ne s’attaquent plus aux animaux sauvages mais au bétail facile et non protégé des éleveurs puisqu’ils n’ont plus la même force du nombre ! On sait pertinemment que malgré les avis défavorables (qui seront plus importants que la majorité ), l’arrêté sera pris. Comme celui de la liste des espèces ESOD dont il y avait une consultation publique, et dont les NOMBRE d’avis défavorables ont été totalement ignorés, la liste ayant été tout de même approuvée. On sait très bien que nos avis ne comptent pas. Mais vous voyez, on est là.";Défavorable
nouveau plan loups , le 18 novembre 2023 à 06h59;nouveau plan loups . avis : favorable au nouveau plan plan;Favorable
Loups, le 19 novembre 2023 à 10h16;Loups. Je suis absolument pour toute prise d’arrêtés facilitant la destruction des loups en France. Ils doivent être considéré comme étant des nuisibles.;Favorable
avis favorable, le 1er décembre 2023 à 19h09;avis favorable. Il faut réguler le loup pour préserver nos bergers,nos alpages entretenues grâce aux moutons et pour que l’on puisse garder aussi une belle et riche faune sauvage;Favorable
TIRS D’ABATAGE DANS LES MEUTES DE LOUP, le 1er décembre 2023 à 12h02;"TIRS D’ABATAGE DANS LES MEUTES DE LOUP. Bonjour monsieur,madame, J’ai soixante-cinq ans est je ne peux pas dire que l’avenir est devant moi,mais je veux espérer encore en une vraie prise de conscience humaine vis à vis de la biodiversité que des millions d’années ont construite.Lorsqu’on écoute les études scientifiques faites sur la destruction d’une espèce dans un milieux ,on apprend que toutes les espèces ont un rôle à jouer dans celui-ci et que la disparition de l’une d’elles entraine des dégâts parfois irréparables et la prolifération des autres. Le loup fait partie de notre milieu forestier,il régule les populations de sangliers et de chevreuils causant des dégâts dans les cultures,que les chasseurs seuls ne peuvent juguler.Toujours d’après des études,abattre un individu dans la meute et si plus est il est adulte dominant, la meute en sera affaibli dans son efficacité pour la chasse au gros gibier et dans son rôle d’éducation aux plus jeunes.Il est donc nécessaire d’avoir des meutes de plusieurs individus pour encourager cette espèce à chasser du gibier plutôt que de se servir à"" l’hypermarché que lui offre l’humain avec ses troupeaux énormes,peu combatifs, mal surveillés, et dont de nombreuses bêtes finiront dans vos assiettes après un bref séjour de bonheur en estive et de la maltraitance avant l’abatage. En conclusion ,je suis suis contre la politique de tir dans les meutes de loups,pour que ce mammifère joue son rôle sur notre belle planète qui n’en a plus pour longtemps grâce à cet autre mammifère l’humain. F";Défavorable
loups., le 1er décembre 2023 à 07h53;loups.. Nous souhaitons que le plan national loup intègre • Un volet spécifique sur l’impact du loup sur la faune sauvage • Stabilise la population à NOMBRE loups sans la dépasser avec une répartition sur l’ensemble du pays • Propose une gestion adaptative du loup par massif ou département en tenant compte des enjeux agricoles, touristiques, cynégétiques. • Fixe un plafond de prélèvement admissible de NOMBRE minimum pour enrayer la hausse des effectifs • Autoriser les éleveurs et les chasseurs à tuilier les jumelles mais également les lunettes thermiques • Autoriser les tirs de prélèvements en action de chasse à partir du 1er juin sur les zones concernées par des attaques importantes • Revoir le système de comptage en utilisant de nouvelles méthodes comme les enregistreurs sonores.;Favorable
Projet d’arrêté fixant les conditions et limites dans lesquelles des dérogations aux interdictions de destruction peuvent être accordées par les préfets concernant le loup (Canis lupus), le 1er décembre 2023 à 08h01;Projet d’arrêté fixant les conditions et limites dans lesquelles des dérogations aux interdictions de destruction peuvent être accordées par les préfets concernant le loup (Canis lupus ). avis défavorable !!!! Nous parlons d’écologie au sein du gouvernement français voire européen, mais la réalité est tout autre. La protection des loups notamment qui ne devrait pas faire débat. Il faut cesser le massacre. Les éleveurs et chasseurs en profitent. Vive le lobbying de la chasse. La protection des troupeaux est spécifiquement français et permet surtout d’obtenir des dédommagements non prouvés. Par ailleurs, il faudrait étendre les zones naturelles sans aucune intervention de l’homme. La nature se régulerait toute seule. Malheureusement la réalité démontre l’inverse. Le loup fait parti de l’écosystème et contribue à la chaine alimentaire. Par ailleurs, tirer sur les loups en augmentant les tireurs est une infamie, désoriente la meute. Non à la chasse aux loups !!!! il serait temps que les citoyens soient entendus et non une poignée d’individus. Valérie picolo;Défavorable
STOP à la maltraitance animale , le 1er décembre 2023 à 14h18;STOP à la maltraitance animale . Bonjour, CONTRE. STOP à la bêtise humaine. Laissez la faune et la flore exister en toute tranquillité. Les loups sont des êtres sensibles ressentant peur, douleur, souffrance et stress. Ils ont toute leur place au sein de la nature et sont d’une grande utilité. Dans des pays voisins ils sont protégés mais la FRANCE est souvent à la traîne et évolue plutôt à reculons. Quelle ironie, d’un côté le gouvernement se félicite de la réintroduction du loup et de l’autre, autorise les massacres. Il faut dire que ce gouvernement oscille plus souvent vers les lobbies amis du président et de son gouvernement. Le loup est une espèce protégée, doiton le rappeler à chaque instant ? A l’humain de savoir cohabiter et de faire tout ce qui est possible concernant la protection des troupeaux, ce qui est rarement fait, pourtant beaucoup d’éleveurs perçoivent des subventions puisées dans les fonds publics. Rappelons, même si l’argument est très léger, que ces pauvres animaux d’élevage finiront, pour l’ensemble aux abattoirs, pour être assassinés dans des conditions, souvent, plus que déplorables. Cordialement. Patrick DOL;Défavorable
Dégâts sur la population chevreuil, le 1er décembre 2023 à 09h46;Dégâts sur la population chevreuil. Depuis cet été, j’ai pu observer la mort de NOMBRE chevreuils sur notre territoire de chasse. Observation : Animaux tous les trois égorgés, flan gauche ou droit déchiqueté et entamés au niveau du cœur. Un seul n’avait plus la tête.;Favorable
Insuffisant, le 1er décembre 2023 à 13h47;Insuffisant. Nous souhaitons que le plan national loup intègre un volet spécifique sur l’impact du loup sur la faune sauvage. Stabilise la population à NOMBRE loups sans la dépasser avec une répartition sur l’ensemble du pays, Propose une gestion adaptative du loup par massif ou département en tenant compte des enjeux agricoles, touristiques, cynégétiques. Fixe un plafond de prélèvement admissible de NOMBRE minimum pour enrayer la hausse des effectifs, Autoriser les éleveurs et les chasseurs à utiliser les jumelles mais également les lunettes thermiques, Autoriser les tirs de prélèvements en action de chasse à partir du 1er juin sur les zones concernées par des attaques importantes Revoir le système de comptage en utilisant de nouvelles méthodes comme les enregistreurs sonores;Favorable
CONTRE, le 1er décembre 2023 à 11h45;CONTRE. Ce décret est une absurdité qui légitime le massacre d’une espèce protégée et nécessaire à la biodiversité et ce, contre l’avis défavorable émis par le CNPN et au mépris des arguments scientifiques. Le PNA devrait viser l’atteinte du bon état de conservation de l’espèce en France tout en assurant le soutien et l’accompagnement du pastoralisme : au lieu d’indemniser les bêtes tuées (et donc utiliser de l’argent public à perte ), pourquoi ne pas financer l’achat de Patous qui permettent d’éloigner les loups et de défendre les troupeaux comme il s’était toujours pratiqué? De telles mesures visant à introduire une régulation de la population lupine française, en contradiction avec le droit communautaire et national, constituent un non-sens en termes de biologie de la conservation. Je suis vigoureusement contre ces dérogations aux interdictions de destruction de loups qui peuvent être accordées par les préfets, avec l’objectif de faciliter et de multiplier les abattages. Je soutiens fermement la mobilisation à l’initiative de la LPO qui demande l’abandon de ce projet et le retour à un texte plus équilibré, prenant en compte les avis scientifiques et les travaux du Groupe National Loup.;Défavorable
oui a la regulation massive des loups en France, le 1er décembre 2023 à 15h09;"oui a la régulation massive des loups en France. A tous ceux qui s improvisent ""spécialistes"" des loups sur ce site en argumentant en se contentant de répéter des inepties entendues un peu partout pour les protéger je réponds que leur avis ne changera qu a partir du moment ou un drame (une attaque sur une personne ) se produira. C est malheureux à dire mais il faudra qu un tel événement survienne en France pour ouvrir les yeux de la plupart d entre-vous, défenseurs de cette espèce qu il convient de réguler sans l exterminer.";Favorable
Sans titre, le 1er décembre 2023 à 15h25;Sans titre. Les abattages de loups tels que pratiqués par la France n’ont pas permis de faire baisser les dommages sur le bétail. Seul l’effarouchement non létal devrait être exigé comme préalable au tir s’il n’est pas possible de faire autrement. Et si on revenait à des solutions où l’humain serait au cœur du dispositif de protection des troupeaux, cela éviterait que les animaux soient livrés aux loups et aux hordes de chiens sauvages comme on peut les croiser lorsque nous randonnons dans les massifs alpins ou pyrénéens.;Défavorable
Dérogations de tir de destruction du loup, le 1er décembre 2023 à 15h29;Dérogations de tir de destruction du loup. Je suis tout a fait favorable à une simplification des conditions de tir du loup,et à la révision de son statut d’espèce protégée;Favorable
Propositions, le 1er décembre 2023 à 14h57;Propositions. • Stabilise la population à NOMBRE loups sans la dépasser avec une répartition sur l’ensemble du pays • Propose une gestion adaptative du loup par massif ou département en tenant compte des enjeux agricoles, touristiques, cynégétiques. • Fixe un plafond de prélèvement admissible de NOMBRE minimum pour enrayer la hausse des effectifs • Autoriser les éleveurs et les chasseurs à utiliser les jumelles mais également les lunettes thermiques • Autoriser les tirs de prélèvements en action de chasse à partir du 1er juin sur les zones concernées par des attaques importantes • Revoir le système de comptage en utilisant de nouvelles méthodes comme les enregistreurs sonores;Favorable
Le loup , le 1er décembre 2023 à 13h19;Le loup . Bonjour,il faut se mettre à la place des éleveurs et de leurs troupeaux. Le loup avait disparu en France comme l’ours d’ailleurs et ont les réintroduits (bravo ) s’en regarder les conséquences pour quoi faire !!;Favorable
Pour le tir du loup, le 1er décembre 2023 à 08h52;Pour le tir du loup. Je souhaite que le plan national loup intègre • Un volet spécifique sur l’impact du loup sur la faune sauvage • Stabilise la population à NOMBRE loups sans la dépasser avec une répartition sur l’ensemble du pays • Propose une gestion adaptative du loup par massif ou département en tenant compte des enjeux agricoles, touristiques, cynégétiques. • Fixe un plafond de prélèvement admissible de NOMBRE minimum pour enrayer la hausse des effectifs • Autoriser les éleveurs et les chasseurs à tuilier les jumelles mais également les lunettes thermiques • Autoriser les tirs de prélèvements en action de chasse à partir du 1er juin sur les zones concernées par des attaques importantes;Favorable
